SeqNo,Date,UTC Time,int_hor_pos(m),src_hor_pos(m),mrk_hor_pos(m),int_ver_pos(m),src_ver_pos(m),mrk_ver_pos(m),int_mas_trq(Nm),src_mas_trq(Nm),int_sla_trq(Nm),src_sla_trq(Nm),int_ver_trq(Nm),src_ver_trq(Nm),xray_active(-),error_code(-),rt_ts(ms)
4341,2026-03-19,16:37:38.056,11.892242,11.892929,11.917147,0.437794,0.440350,0.462022,-59.602718,59.087124,-49.136150,49.662060,37.617188,30.849609,251.312500,-1.000000,1.999600
4342,2026-03-19,16:37:38.058,11.897614,11.898300,11.921171,0.438770,0.441326,0.462879,-61.995079,60.530788,-50.466385,48.991787,36.503906,30.039063,250.375000,-1.000000,1.997490
4343,2026-03-19,16:37:38.060,11.902924,11.903633,11.925070,0.439774,0.442322,0.463713,-64.696793,64.222443,-52.652508,51.590382,35.644531,29.082031,252.000000,-1.000000,2.002427
4344,2026-03-19,16:37:38.062,11.908234,11.908913,11.929391,0.440792,0.443329,0.464653,-66.986031,66.367317,-54.745819,55.199543,35.004883,28.388672,254.125000,-1.000000,1.998983
4345,2026-03-19,16:37:38.064,11.913452,11.914139,11.933206,0.441826,0.444351,0.465465,-65.573303,66.150772,-54.683949,54.147732,34.169922,27.919922,254.562500,-1.000000,1.996812
4346,2026-03-19,16:37:38.066,11.918640,11.919342,11.936897,0.442871,0.445393,0.466313,-67.635681,66.707611,-54.972683,54.756130,33.154297,27.114258,254.250000,-1.000000,2.001939
4347,2026-03-19,16:37:38.068,11.923767,11.924507,11.940914,0.443939,0.446442,0.467210,-71.038605,69.790863,-57.158802,56.663830,32.661133,26.411133,254.312500,-1.000000,1.997060
4348,2026-03-19,16:37:38.070,11.928925,11.929634,11.944502,0.445011,0.447506,0.468059,-70.698311,72.203850,-58.839638,58.612778,31.850586,25.971680,251.750000,-1.000000,2.025893
4349,2026-03-19,16:37:38.072,11.934052,11.934715,11.948551,0.446102,0.448586,0.468968,-70.883926,71.502640,-58.169365,60.087379,30.898438,25.288086,255.000000,-1.000000,1.976769
4350,2026-03-19,16:37:38.074,11.939087,11.939751,11.952466,0.447205,0.449680,0.469874,-70.863304,71.378899,-58.055935,57.901257,30.512695,24.589844,254.937500,-1.000000,1.996481
4351,2026-03-19,16:37:38.076,11.944092,11.944740,11.956050,0.448318,0.450783,0.470777,-72.049171,72.430710,-58.684959,58.808704,29.887695,24.287109,251.062500,-1.000000,2.003806
4352,2026-03-19,16:37:38.078,11.949066,11.949699,11.959792,0.449440,0.451897,0.471688,-74.462151,74.194046,-60.221432,60.479229,29.052734,23.676758,250.437500,-1.000000,1.996022
4353,2026-03-19,16:37:38.080,11.954010,11.954613,11.963470,0.450573,0.453018,0.472574,-73.956871,75.874878,-61.510418,61.613537,28.691406,23.041992,252.875000,-1.000000,2.004249
4354,2026-03-19,16:37:38.082,11.958893,11.959480,11.967448,0.451717,0.454147,0.473561,-74.090927,74.833382,-60.809212,62.634415,28.002930,22.646484,254.062500,-1.000000,1.998221
4355,2026-03-19,16:37:38.084,11.963715,11.964302,11.971001,0.452862,0.455284,0.474439,-73.224724,74.018738,-60.499855,60.541100,27.304688,22.119141,255.000000,-1.000000,1.995834
4356,2026-03-19,16:37:38.086,11.968536,11.969086,11.974752,0.454021,0.456425,0.475354,-74.410591,73.430962,-60.334862,60.737026,26.958008,21.450195,254.250000,-1.000000,2.008485
4357,2026-03-19,16:37:38.088,11.973267,11.973816,11.978436,0.455185,0.457573,0.476220,-75.472717,74.266228,-61.056694,59.860516,26.425781,21.210938,253.812500,-1.000000,1.994257
4358,2026-03-19,16:37:38.090,11.977997,11.978508,11.981998,0.456352,0.458725,0.477140,-75.637711,75.122116,-61.850712,60.747337,25.698242,20.654297,251.125000,-1.000000,1.996267
4359,2026-03-19,16:37:38.092,11.982666,11.983154,11.985689,0.457520,0.459885,0.477990,-76.627647,75.390221,-62.211628,61.572289,25.439453,20.161133,254.562500,-1.000000,1.997431
4360,2026-03-19,16:37:38.094,11.987274,11.987762,11.989173,0.458694,0.461040,0.478772,-75.503654,75.874878,-62.747845,61.634163,24.760742,19.868164,254.187500,-1.000000,2.005825
4361,2026-03-19,16:37:38.096,11.991852,11.992317,11.992738,0.459869,0.462204,0.479590,-75.699577,75.235542,-62.098198,62.325058,24.135742,19.311523,251.562500,-1.000000,1.992948
4362,2026-03-19,16:37:38.098,11.996399,11.996826,11.996515,0.461044,0.463364,0.480413,-74.431213,75.111801,-62.098198,61.396988,23.803711,18.828125,250.125000,-1.000000,2.003090
4363,2026-03-19,16:37:38.100,12.000885,12.001297,12.000188,0.462219,0.464531,0.481230,-74.049675,73.028801,-60.530788,61.180439,23.212891,18.603516,252.125000,-1.000000,2.021183
4364,2026-03-19,16:37:38.102,12.005341,12.005722,12.003580,0.463398,0.465694,0.481781,-72.956619,72.461647,-60.252369,59.427418,22.690430,18.115234,253.250000,-1.000000,1.977136
4365,2026-03-19,16:37:38.104,12.009735,12.010109,12.006996,0.464577,0.466862,0.482500,-73.049423,70.925171,-59.262428,59.334610,22.182617,17.470703,254.000000,-1.000000,1.999931
4366,2026-03-19,16:37:38.106,12.014069,12.014442,12.010597,0.465759,0.468025,0.483287,-72.667885,70.822052,-59.468666,57.860012,21.474609,17.050781,256.375000,-1.000000,1.999590
4367,2026-03-19,16:37:38.108,12.018372,12.018738,12.014124,0.466942,0.469185,0.483980,-71.853241,69.347458,-58.324043,57.612526,20.981445,16.474609,254.375000,-1.000000,1.997045
4368,2026-03-19,16:37:38.110,12.022644,12.022980,12.017410,0.468113,0.470345,0.484680,-71.069542,68.976227,-57.973442,56.003872,20.502930,16.000977,251.187500,-1.000000,2.004936
4369,2026-03-19,16:37:38.112,12.026825,12.027184,12.020876,0.469284,0.471500,0.485423,-70.388954,67.810982,-57.220673,56.199795,19.755859,15.581055,252.500000,-1.000000,1.995271
4370,2026-03-19,16:37:38.114,12.031006,12.031342,12.024243,0.470448,0.472649,0.486134,-69.594940,67.491318,-56.705078,54.787067,19.301758,15.034180,253.625000,-1.000000,1.998771
4371,2026-03-19,16:37:38.116,12.035126,12.035454,12.027489,0.471611,0.473789,0.486629,-68.378136,66.037338,-55.663578,54.704571,18.789063,14.614258,252.125000,-1.000000,1.999494
4372,2026-03-19,16:37:38.118,12.039246,12.039528,12.030839,0.472767,0.474926,0.487246,-67.800674,65.717667,-55.282040,53.590889,17.924805,14.023438,252.250000,-1.000000,2.000065
4373,2026-03-19,16:37:38.120,12.043274,12.043556,12.034142,0.473915,0.476051,0.487899,-66.491058,64.449310,-54.044613,53.529018,17.412109,13.437500,253.187500,-1.000000,2.007378
4374,2026-03-19,16:37:38.122,12.047272,12.047546,12.037428,0.475052,0.477165,0.488520,-65.480499,64.005898,-53.632137,52.405022,16.899414,13.041992,252.312500,-1.000000,1.991543
4375,2026-03-19,16:37:38.124,12.051239,12.051498,12.040521,0.476181,0.478271,0.489039,-64.418373,62.716911,-52.332836,52.415333,16.269531,12.680664,252.312500,-1.000000,1.999463
4376,2026-03-19,16:37:38.126,12.055145,12.055412,12.043708,0.477303,0.479362,0.489564,-63.387184,62.892212,-52.219406,51.559444,15.756836,12.138672,255.437500,-1.000000,1.998623
4377,2026-03-19,16:37:38.128,12.059052,12.059280,12.046932,0.478409,0.480442,0.490010,-62.727222,62.067261,-51.415081,51.569759,15.170898,11.694336,256.375000,-1.000000,2.006853
4378,2026-03-19,16:37:38.130,12.062897,12.063110,12.050130,0.479511,0.481510,0.490479,-61.788841,61.768215,-51.311962,50.487011,14.458008,11.264648,254.125000,-1.000000,2.021984
4379,2026-03-19,16:37:38.132,12.066681,12.066902,12.053246,0.480598,0.482567,0.490906,-61.613537,60.644218,-50.517944,50.002350,13.891602,10.756836,253.562500,-1.000000,1.971049
4380,2026-03-19,16:37:38.134,12.070465,12.070656,12.056307,0.481674,0.483608,0.491287,-60.716404,59.973946,-50.198277,48.754612,13.330078,10.253906,252.500000,-1.000000,2.007568
4381,2026-03-19,16:37:38.136,12.074188,12.074371,12.059497,0.482735,0.484631,0.491698,-60.458607,58.468410,-49.290829,47.609993,12.578125,9.868164,250.187500,-1.000000,1.995513
4382,2026-03-19,16:37:38.138,12.077850,12.078041,12.062643,0.483780,0.485641,0.492022,-58.953072,57.200050,-48.249329,46.382877,11.982422,9.331055,251.500000,-1.000000,1.998378
4383,2026-03-19,16:37:38.140,12.081512,12.081680,12.065701,0.484810,0.486633,0.492359,-57.994064,55.725449,-47.053150,45.197010,11.337891,8.779297,254.062500,-1.000000,1.999624
4384,2026-03-19,16:37:38.142,12.085144,12.085274,12.068937,0.485813,0.487610,0.492805,-56.385410,54.467400,-46.135391,45.062954,10.600586,8.349609,253.687500,-1.000000,1.997406
4385,2026-03-19,16:37:38.144,12.088715,12.088837,12.071843,0.486805,0.488567,0.492900,-55.137672,53.993053,-45.104202,44.351437,10.058594,7.978516,253.750000,-1.000000,1.999178
4386,2026-03-19,16:37:38.146,12.092255,12.092361,12.074684,0.487770,0.489506,0.493000,-54.415840,53.993053,-44.691727,44.732975,9.345703,7.250977,254.625000,-1.000000,1.999632
4387,2026-03-19,16:37:38.148,12.095795,12.095856,12.077684,0.488716,0.490429,0.493317,-54.436462,53.972427,-45.001083,43.980206,8.544922,6.650391,254.500000,-1.000000,1.998536
4388,2026-03-19,16:37:38.150,12.099274,12.099312,12.080617,0.489647,0.491329,0.493578,-54.395214,52.477203,-44.392681,42.711845,7.988281,6.264648,251.812500,-1.000000,2.001352
4389,2026-03-19,16:37:38.152,12.102722,12.102730,12.083441,0.490555,0.492207,0.493614,-53.384651,51.394455,-43.660538,41.814709,7.475586,5.747070,253.437500,-1.000000,1.995501
4390,2026-03-19,16:37:38.154,12.106140,12.106117,12.086291,0.491447,0.493061,0.493786,-52.807186,50.548882,-42.949017,41.257870,6.826172,5.097656,254.250000,-1.000000,2.000215
4391,2026-03-19,16:37:38.156,12.109497,12.109467,12.089291,0.492310,0.493896,0.494017,-51.858490,50.394203,-42.278744,41.855957,6.196289,4.628906,251.750000,-1.000000,2.002694
4392,2026-03-19,16:37:38.158,12.112854,12.112778,12.091834,0.493153,0.494705,0.493896,-51.260403,50.517944,-42.402489,41.319740,5.649414,4.218750,252.875000,-1.000000,1.996992
4393,2026-03-19,16:37:38.160,12.116150,12.116066,12.094570,0.493969,0.495487,0.493926,-52.198784,50.002350,-42.722157,40.721649,4.887695,3.486328,253.375000,-1.000000,2.024637
4394,2026-03-19,16:37:38.162,12.119446,12.119308,12.097342,0.494759,0.496246,0.493932,-51.827557,49.136150,-42.381863,39.917324,4.238281,2.949219,252.187500,-1.000000,1.977566
4395,2026-03-19,16:37:38.164,12.122681,12.122528,12.100351,0.495518,0.496975,0.494235,-51.311962,48.342136,-41.814709,39.649216,3.515625,2.456055,252.500000,-1.000000,1.996789
4396,2026-03-19,16:37:38.166,12.125885,12.125702,12.103046,0.496250,0.497681,0.493998,-50.239525,48.218395,-41.072254,40.020443,3.203125,2.211914,254.812500,-1.000000,1.999145
4397,2026-03-19,16:37:38.168,12.129089,12.128853,12.105761,0.496948,0.498356,0.493843,-50.497322,48.434944,-41.690968,39.442978,2.485352,1.552734,255.250000,-1.000000,2.001675
4398,2026-03-19,16:37:38.170,12.132233,12.131981,12.108462,0.497623,0.499004,0.493731,-50.868549,46.991280,-41.433170,38.215862,1.894531,0.971680,253.250000,-1.000000,2.007229
4399,2026-03-19,16:37:38.172,12.135345,12.135071,12.111261,0.498272,0.499626,0.493805,-49.899231,46.186951,-40.855705,38.184925,1.337891,0.517578,254.375000,-1.000000,1.989638
4400,2026-03-19,16:37:38.174,12.138428,12.138123,12.113851,0.498886,0.500217,0.493599,-49.280518,46.589115,-40.360733,38.277733,0.981445,0.224609,253.375000,-1.000000,1.999429
4401,2026-03-19,16:37:38.176,12.141479,12.141151,12.116339,0.499474,0.500778,0.493346,-49.703304,46.424126,-40.742275,37.844635,0.478516,-0.292969,250.312500,-1.000000,1.999952
4402,2026-03-19,16:37:38.178,12.144501,12.144142,12.118695,0.500027,0.501312,0.493170,-49.888920,45.691982,-40.824768,37.153736,-0.083008,-0.800781,250.750000,-1.000000,1.999380
4403,2026-03-19,16:37:38.180,12.147491,12.147110,12.121173,0.500549,0.501816,0.492974,-49.827049,45.774475,-40.670090,37.597149,-0.556641,-1.215820,252.875000,-1.000000,1.999882
4404,2026-03-19,16:37:38.182,12.150452,12.150047,12.123613,0.501038,0.502289,0.492767,-49.620811,46.558178,-40.762897,38.380852,-0.996094,-1.630859,252.187500,-1.000000,2.003205
4405,2026-03-19,16:37:38.184,12.153381,12.152946,12.126118,0.501492,0.502731,0.492563,-50.466385,46.259136,-41.536289,37.586838,-1.420898,-2.031250,253.937500,-1.000000,2.000146
4406,2026-03-19,16:37:38.186,12.156250,12.155823,12.128682,0.501907,0.503139,0.492453,-50.425137,45.702293,-41.031006,37.452782,-2.407227,-2.978516,256.625000,-1.000000,1.999943
4407,2026-03-19,16:37:38.188,12.159149,12.158661,12.131042,0.502289,0.503513,0.492231,-49.713619,46.465374,-40.690716,38.370541,-3.525391,-4.042969,255.812500,-1.000000,1.994902
4408,2026-03-19,16:37:38.190,12.161957,12.161469,12.133465,0.502632,0.503849,0.491931,-50.456074,46.444748,-41.660030,37.772449,-4.526367,-5.024414,253.625000,-1.000000,2.017943
4409,2026-03-19,16:37:38.192,12.164764,12.164246,12.135880,0.502930,0.504150,0.491697,-50.621063,45.712605,-41.195999,37.463093,-5.405273,-5.888672,253.562500,-1.000000,1.981732
4410,2026-03-19,16:37:38.194,12.167511,12.167000,12.138191,0.503193,0.504406,0.491393,-49.909542,46.630363,-40.773209,38.514908,-5.981445,-6.538086,252.250000,-1.000000,1.999639
4411,2026-03-19,16:37:38.196,12.170258,12.169724,12.140574,0.503414,0.504623,0.491147,-50.569504,46.589115,-41.660030,37.875568,-6.416016,-7.070313,250.625000,-1.000000,1.999492
4412,2026-03-19,16:37:38.198,12.172943,12.172424,12.142847,0.503601,0.504795,0.490821,-50.425137,45.991024,-41.103191,37.700268,-6.621094,-7.319336,250.812500,-1.000000,1.999584
4413,2026-03-19,16:37:38.200,12.175629,12.175087,12.145122,0.503746,0.504929,0.490508,-49.909542,47.011902,-40.938202,38.731457,-6.665039,-7.402344,253.312500,-1.000000,2.000313
4414,2026-03-19,16:37:38.202,12.178284,12.177719,12.147449,0.503853,0.505020,0.490211,-50.559193,46.681923,-41.546600,37.988998,-6.538086,-7.299805,253.187500,-1.000000,1.998834
4415,2026-03-19,16:37:38.204,12.180878,12.180321,12.149735,0.503925,0.505077,0.489818,-50.198277,46.589115,-40.917576,38.257111,-6.201172,-6.943359,253.875000,-1.000000,2.003783
4416,2026-03-19,16:37:38.206,12.183441,12.182892,12.152009,0.503963,0.505093,0.489431,-49.888920,47.249077,-40.989761,38.576778,-5.795898,-6.484375,256.125000,-1.000000,1.999300
4417,2026-03-19,16:37:38.208,12.186005,12.185440,12.154167,0.503960,0.505077,0.489044,-50.033287,46.341629,-40.989761,37.937439,-5.219727,-5.849609,255.562500,-1.000000,2.000598
4418,2026-03-19,16:37:38.210,12.188507,12.187950,12.156386,0.503929,0.505035,0.488662,-49.569252,47.218140,-40.525726,38.762390,-4.516602,-5.068359,252.812500,-1.000000,1.994952
4419,2026-03-19,16:37:38.212,12.191010,12.190430,12.158588,0.503868,0.504967,0.488297,-49.950790,46.774731,-40.907265,38.123055,-3.676758,-4.218750,253.625000,-1.000000,2.002977
4420,2026-03-19,16:37:38.214,12.193451,12.192886,12.160770,0.503784,0.504875,0.487899,-49.218647,46.558178,-40.298862,38.453033,-2.714844,-3.276367,252.187500,-1.000000,1.995900
4421,2026-03-19,16:37:38.216,12.195862,12.195313,12.162877,0.503670,0.504761,0.487494,-48.971161,47.249077,-40.309174,38.525219,-1.699219,-2.319336,249.437500,-1.000000,1.999013
4422,2026-03-19,16:37:38.218,12.198242,12.197708,12.165082,0.503529,0.504620,0.487086,-49.063969,46.351940,-39.979195,37.875568,-0.659180,-1.342773,250.687500,-1.000000,2.000274
4423,2026-03-19,16:37:38.220,12.200592,12.200073,12.167321,0.503357,0.504456,0.486664,-47.909039,46.898472,-39.257362,38.597401,0.410156,-0.424805,252.937500,-1.000000,2.020574
4424,2026-03-19,16:37:38.222,12.202942,12.202408,12.169502,0.503170,0.504265,0.486297,-47.857479,45.929153,-39.247051,37.494030,1.381836,0.371094,253.250000,-1.000000,1.979462
4425,2026-03-19,16:37:38.224,12.205231,12.204712,12.171721,0.502956,0.504055,0.485897,-46.805664,45.960091,-38.205551,37.782761,2.290039,1.147461,253.875000,-1.000000,1.999194
4426,2026-03-19,16:37:38.226,12.207489,12.206993,12.173810,0.502728,0.503822,0.485390,-46.578804,45.176388,-38.092117,36.792820,3.056641,1.752930,256.250000,-1.000000,1.999143
4427,2026-03-19,16:37:38.228,12.209747,12.209236,12.175852,0.502476,0.503567,0.484904,-45.403248,44.743286,-37.174362,36.926876,3.593750,2.177734,255.625000,-1.000000,1.998616
4428,2026-03-19,16:37:38.230,12.211975,12.211456,12.177860,0.502213,0.503288,0.484403,-45.083580,44.671104,-37.164047,36.370033,4.008789,2.543945,253.250000,-1.000000,2.001414
4429,2026-03-19,16:37:38.232,12.214172,12.213646,12.179882,0.501934,0.502991,0.483910,-44.506115,43.773968,-36.287537,35.988495,4.287109,2.817383,254.000000,-1.000000,1.999112
4430,2026-03-19,16:37:38.234,12.216339,12.215813,12.181931,0.501637,0.502670,0.483365,-43.949272,43.732723,-36.050365,35.658512,4.423828,3.032227,252.312500,-1.000000,2.008060
4431,2026-03-19,16:37:38.236,12.218475,12.217957,12.183845,0.501324,0.502338,0.482831,-43.175880,42.670597,-35.369781,35.173855,4.375000,3.105469,249.875000,-1.000000,1.993142
4432,2026-03-19,16:37:38.238,12.220581,12.220062,12.186049,0.500984,0.501984,0.482251,-42.794338,42.959332,-35.194477,34.988239,4.262695,3.164063,251.375000,-1.000000,1.997318
4433,2026-03-19,16:37:38.240,12.222656,12.222137,12.188036,0.500633,0.501614,0.481638,-41.876583,41.319740,-34.183914,33.926117,4.023438,3.085938,252.937500,-1.000000,1.998730
4434,2026-03-19,16:37:38.242,12.224701,12.224197,12.190070,0.500259,0.501225,0.481058,-41.165062,41.216621,-33.802372,33.585823,3.681641,2.934570,252.875000,-1.000000,1.999893
4435,2026-03-19,16:37:38.244,12.226776,12.226227,12.192169,0.499870,0.500820,0.480519,-40.298862,39.834827,-33.018669,32.802120,3.305664,2.719727,253.625000,-1.000000,1.998412
4436,2026-03-19,16:37:38.246,12.228760,12.228233,12.194345,0.499466,0.500401,0.479988,-39.391418,39.360481,-32.358707,32.090599,2.963867,2.475586,256.437500,-1.000000,2.003248
4437,2026-03-19,16:37:38.248,12.230774,12.230209,12.196326,0.499043,0.499966,0.479472,-38.380852,37.628082,-31.306896,30.945980,2.631836,2.192383,255.187500,-1.000000,1.999750
4438,2026-03-19,16:37:38.250,12.232727,12.232170,12.198380,0.498600,0.499516,0.478914,-37.463093,36.968124,-30.739742,30.079781,2.280273,1.850586,253.250000,-1.000000,2.020392
4439,2026-03-19,16:37:38.252,12.234680,12.234100,12.200520,0.498142,0.499054,0.478417,-36.235977,35.545082,-29.708553,29.337324,1.870117,1.469727,254.187500,-1.000000,1.983913
4440,2026-03-19,16:37:38.254,12.236603,12.236008,12.202615,0.497669,0.498573,0.477929,-35.204788,34.307655,-29.027967,27.842100,1.538086,1.093750,253.312500,-1.000000,1.999359
4441,2026-03-19,16:37:38.256,12.238495,12.237892,12.204706,0.497181,0.498077,0.477527,-33.833309,32.740250,-27.594616,27.006838,1.201172,0.712891,250.437500,-1.000000,1.993878
4442,2026-03-19,16:37:38.258,12.240387,12.239769,12.206777,0.496670,0.497566,0.477096,-32.833054,30.997540,-26.893408,25.274441,0.952148,0.395508,251.750000,-1.000000,1.997187
4443,2026-03-19,16:37:38.260,12.242249,12.241608,12.209041,0.496140,0.497040,0.476750,-31.038786,29.873543,-25.418806,24.686663,0.732422,0.151367,252.687500,-1.000000,2.000278
4444,2026-03-19,16:37:38.262,12.244080,12.243439,12.211293,0.495586,0.496494,0.476392,-29.698240,27.501808,-24.284498,22.531477,0.639648,0.000000,252.750000,-1.000000,1.999028
4445,2026-03-19,16:37:38.264,12.245911,12.245247,12.213604,0.495018,0.495930,0.476062,-27.646175,26.068457,-22.634596,21.366234,0.600586,-0.112305,253.250000,-1.000000,1.999112
4446,2026-03-19,16:37:38.266,12.247711,12.247040,12.215918,0.494419,0.495346,0.475733,-25.851906,23.315182,-21.005318,19.107931,0.722656,-0.087891,255.875000,-1.000000,1.999664
4447,2026-03-19,16:37:38.268,12.249481,12.248833,12.218262,0.493809,0.494743,0.475354,-23.521420,21.397169,-19.386353,17.251791,1.201172,0.200195,254.187500,-1.000000,1.999974
4448,2026-03-19,16:37:38.270,12.251282,12.250603,12.220643,0.493172,0.494122,0.475108,-21.159996,18.654207,-17.313662,15.488458,1.879883,0.693359,252.437500,-1.000000,1.998917
4449,2026-03-19,16:37:38.272,12.253021,12.252350,12.223105,0.492523,0.493481,0.474822,-18.819199,16.303097,-15.478146,13.271401,2.802734,1.386719,253.625000,-1.000000,1.999800
4450,2026-03-19,16:37:38.274,12.254761,12.254097,12.225422,0.491856,0.492825,0.474474,-16.014364,13.549823,-13.044539,11.291518,3.779297,2.138672,253.562500,-1.000000,2.000810
4451,2026-03-19,16:37:38.276,12.256500,12.255836,12.227793,0.491177,0.492153,0.474090,-13.601382,10.806860,-11.002786,8.888848,4.672852,2.929688,250.187500,-1.000000,1.998197
4452,2026-03-19,16:37:38.278,12.258240,12.257568,12.230444,0.490486,0.491467,0.473853,-10.415008,8.517620,-8.600116,6.919278,5.634766,3.745117,252.312500,-1.000000,1.999673
4453,2026-03-19,16:37:38.280,12.259949,12.259293,12.232916,0.489780,0.490768,0.473568,-7.290505,5.094073,-5.980896,4.186627,6.708984,4.638672,253.437500,-1.000000,2.023753
4454,2026-03-19,16:37:38.282,12.261658,12.261009,12.235432,0.489067,0.490059,0.473304,-4.238186,2.340799,-3.485419,1.907699,7.714844,5.654297,253.250000,-1.000000,1.978998
4455,2026-03-19,16:37:38.284,12.263367,12.262726,12.238029,0.488342,0.489346,0.473054,-1.103372,-0.577466,-0.928070,-0.371228,8.696289,6.601563,252.875000,-1.000000,1.998630
4456,2026-03-19,16:37:38.286,12.265045,12.264435,12.240633,0.487606,0.488628,0.472835,2.052066,-3.712280,1.722085,-3.124502,9.799805,7.543945,255.437500,-1.000000,2.004959
4457,2026-03-19,16:37:38.288,12.266754,12.266151,12.243324,0.486862,0.487907,0.472646,5.650915,-7.022397,4.547543,-5.743722,10.864258,8.486328,253.687500,-1.000000,2.002065
4458,2026-03-19,16:37:38.290,12.268433,12.267876,12.245985,0.486115,0.487186,0.472463,9.352883,-10.559375,7.558615,-8.548556,11.909180,9.438477,251.687500,-1.000000,1.990380
4459,2026-03-19,16:37:38.292,12.270142,12.269608,12.248781,0.485359,0.486465,0.472394,13.034228,-13.807620,10.703741,-11.209023,12.949219,10.332031,253.000000,-1.000000,1.998746
4460,2026-03-19,16:37:38.294,12.271881,12.271355,12.251668,0.484604,0.485744,0.472303,16.602142,-17.468340,13.673565,-14.312902,14.135742,11.250000,252.250000,-1.000000,2.007927
4461,2026-03-19,16:37:38.296,12.273621,12.273079,12.254437,0.483849,0.485023,0.472085,20.891888,-21.015631,17.179607,-17.200232,15.327148,12.172852,249.625000,-1.000000,1.994673
4462,2026-03-19,16:37:38.298,12.275330,12.274818,12.257541,0.483101,0.484306,0.472093,24.191692,-24.439177,19.953506,-20.025688,16.352539,12.954102,252.437500,-1.000000,1.997918
4463,2026-03-19,16:37:38.300,12.277069,12.276581,12.260567,0.482361,0.483593,0.472044,28.842354,-28.172081,23.521420,-23.119255,17.470703,13.857422,254.250000,-1.000000,2.005391
4464,2026-03-19,16:37:38.302,12.278778,12.278351,12.263663,0.481628,0.482887,0.472030,32.606194,-32.358707,26.779976,-26.553114,18.569336,14.628906,253.812500,-1.000000,1.992020
4465,2026-03-19,16:37:38.304,12.280548,12.280136,12.266814,0.480904,0.482182,0.472060,36.978436,-36.060677,29.956038,-29.698240,19.609375,15.415039,253.562500,-1.000000,1.986564
4466,2026-03-19,16:37:38.306,12.282318,12.281937,12.269880,0.480190,0.481483,0.472061,41.381611,-40.618530,34.039547,-33.090851,20.634766,16.264648,257.375000,-1.000000,2.012203
4467,2026-03-19,16:37:38.308,12.284119,12.283752,12.272934,0.479488,0.480797,0.472020,45.217632,-44.134884,36.947498,-36.122547,21.508789,17.089844,254.500000,-1.000000,2.004053
4468,2026-03-19,16:37:38.310,12.285919,12.285583,12.275741,0.478798,0.480118,0.471885,49.744553,-47.970909,40.917576,-38.989254,22.397461,17.993164,252.687500,-1.000000,2.020313
4469,2026-03-19,16:37:38.312,12.287750,12.287445,12.279266,0.478115,0.479450,0.472012,52.611259,-51.136658,43.093384,-42.020947,23.471680,18.994141,252.437500,-1.000000,1.962217
4470,2026-03-19,16:37:38.314,12.289612,12.289322,12.282350,0.477444,0.478794,0.472061,58.035313,-55.405781,47.568745,-45.269192,24.692383,20.161133,251.937500,-1.000000,1.999133
4471,2026-03-19,16:37:38.316,12.291473,12.291237,12.285220,0.476788,0.478153,0.471903,60.798897,-59.210869,50.208588,-48.527752,25.859375,21.328125,249.125000,-1.000000,2.013182
4472,2026-03-19,16:37:38.318,12.293396,12.293167,12.288594,0.476151,0.477531,0.472176,65.222702,-61.953831,53.157787,-50.414825,26.777344,22.236328,251.125000,-1.000000,1.986343
4473,2026-03-19,16:37:38.320,12.295319,12.295135,12.291713,0.475525,0.476925,0.472166,68.079094,-66.027023,56.034805,-54.199291,27.949219,23.442383,252.937500,-1.000000,1.999951
4474,2026-03-19,16:37:38.322,12.297272,12.297119,12.294854,0.474926,0.476345,0.472179,72.183228,-68.532814,58.777767,-56.168861,28.945313,24.340820,252.875000,-1.000000,2.015834
4475,2026-03-19,16:37:38.324,12.299286,12.299141,12.298259,0.474346,0.475792,0.472343,74.255913,-72.121353,61.500107,-59.231491,29.873047,25.126953,253.687500,-1.000000,1.982901
4476,2026-03-19,16:37:38.326,12.301300,12.301186,12.301458,0.473793,0.475262,0.472418,78.710648,-74.627144,63.995583,-60.881393,30.834961,25.937500,257.937500,-1.000000,2.021273
4477,2026-03-19,16:37:38.328,12.303345,12.303261,12.304860,0.473263,0.474758,0.472625,80.535858,-77.999130,66.202332,-64.026520,31.630859,26.606445,255.375000,-1.000000,1.976622
4478,2026-03-19,16:37:38.330,12.305450,12.305374,12.308126,0.472763,0.474277,0.472706,84.361565,-80.154312,68.522507,-65.707359,32.392578,27.241211,252.937500,-1.000000,2.013998
4479,2026-03-19,16:37:38.332,12.307587,12.307518,12.311420,0.472286,0.473820,0.472820,85.588676,-83.567551,70.811745,-68.594688,32.910156,27.636719,254.187500,-1.000000,2.000854
4480,2026-03-19,16:37:38.334,12.309753,12.309692,12.314692,0.471828,0.473389,0.472961,89.280334,-85.258698,72.832870,-69.254646,33.369141,27.958984,252.625000,-1.000000,1.984284
4481,2026-03-19,16:37:38.336,12.311951,12.311905,12.317895,0.471394,0.472984,0.473061,89.991859,-87.785110,73.936249,-72.276031,33.720703,28.222656,248.062500,-1.000000,2.021307
4482,2026-03-19,16:37:38.338,12.314178,12.314148,12.321013,0.470982,0.472603,0.473098,93.126671,-89.579384,76.081116,-73.018486,33.935547,28.325195,250.312500,-1.000000,1.996035
4483,2026-03-19,16:37:38.340,12.316437,12.316437,12.324055,0.470596,0.472244,0.473027,92.518272,-91.208656,76.369850,-74.750885,34.008789,28.286133,251.812500,-1.000000,2.020882
